report_id	facility_id	jurisdiction_facility_id	facility_name	registered_business_name	primary_anzsic_class_code	primary_anzsic_class_name	substance_id	substance_name	air_total_emission_kg	suburb	postcode	latitude	longitude
490086	559462	22776	Australian Lamb (Colac) Pty Ltd	AUSTRALIAN LAMB (COLAC) PTY LTD	1111	Meat Processing	69	Oxides of Nitrogen	4016.724913	Colac	3250	-38.327026	143.608721
490086	559462	22776	Australian Lamb (Colac) Pty Ltd	AUSTRALIAN LAMB (COLAC) PTY LTD	1111	Meat Processing	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	212.0334083	Colac	3250	-38.327026	143.608721
490086	559462	22776	Australian Lamb (Colac) Pty Ltd	AUSTRALIAN LAMB (COLAC) PTY LTD	1111	Meat Processing	70	Particulate Matter ¡Ü10.0 ?m (PM10)	213.3777082	Colac	3250	-38.327026	143.608721
490086	559462	22776	Australian Lamb (Colac) Pty Ltd	AUSTRALIAN LAMB (COLAC) PTY LTD	1111	Meat Processing	77	Sulfur dioxide	27.43313936	Colac	3250	-38.327026	143.608721
490086	559462	22776	Australian Lamb (Colac) Pty Ltd	AUSTRALIAN LAMB (COLAC) PTY LTD	1111	Meat Processing	85	Total Volatile Organic Compounds	275.2340386	Colac	3250	-38.327026	143.608721
490936	525202	4104	AUSTRALIAN MEAT GROUP DANDENONG	AUSTRALIAN MEAT GROUP PTY LTD	1111	Meat Processing	20	Carbon monoxide	3425.955831	Dandenong	3175	-38.028574	145.198767
490936	525202	4104	AUSTRALIAN MEAT GROUP DANDENONG	AUSTRALIAN MEAT GROUP PTY LTD	1111	Meat Processing	69	Oxides of Nitrogen	3710.223497	Dandenong	3175	-38.028574	145.198767
490936	525202	4104	AUSTRALIAN MEAT GROUP DANDENONG	AUSTRALIAN MEAT GROUP PTY LTD	1111	Meat Processing	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	273.67236	Dandenong	3175	-38.028574	145.198767
490936	525202	4104	AUSTRALIAN MEAT GROUP DANDENONG	AUSTRALIAN MEAT GROUP PTY LTD	1111	Meat Processing	70	Particulate Matter ¡Ü10.0 ?m (PM10)	273.67236	Dandenong	3175	-38.028574	145.198767
490936	525202	4104	AUSTRALIAN MEAT GROUP DANDENONG	AUSTRALIAN MEAT GROUP PTY LTD	1111	Meat Processing	77	Sulfur dioxide	40.80454888	Dandenong	3175	-38.028574	145.198767
490936	525202	4104	AUSTRALIAN MEAT GROUP DANDENONG	AUSTRALIAN MEAT GROUP PTY LTD	1111	Meat Processing	85	Total Volatile Organic Compounds	237.9664188	Dandenong	3175	-38.028574	145.198767
489880	536042	24790	AUSTRALIAN PLASTICS EXTRUSIONS PTY LTD	AUSTRALIAN PLASTICS EXTRUSIONS PTY LTD	1611	Printing	85	Total Volatile Organic Compounds	103321.98	Heidelberg West	3081	-37.731672	145.041847
495584	531354	6827	AUSTRALIAN TALLOW PRODUCERS PTY LTD	AUSTRALIAN TALLOW PRODUCERS PTY LTD	1111	Meat Processing	20	Carbon monoxide	8634.56435	Brooklyn	3012	-37.81969	144.835781
495584	531354	6827	AUSTRALIAN TALLOW PRODUCERS PTY LTD	AUSTRALIAN TALLOW PRODUCERS PTY LTD	1111	Meat Processing	69	Oxides of Nitrogen	10028.09692	Brooklyn	3012	-37.81969	144.835781
495584	531354	6827	AUSTRALIAN TALLOW PRODUCERS PTY LTD	AUSTRALIAN TALLOW PRODUCERS PTY LTD	1111	Meat Processing	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	794.1296247	Brooklyn	3012	-37.81969	144.835781
495584	531354	6827	AUSTRALIAN TALLOW PRODUCERS PTY LTD	AUSTRALIAN TALLOW PRODUCERS PTY LTD	1111	Meat Processing	70	Particulate Matter ¡Ü10.0 ?m (PM10)	816.938474	Brooklyn	3012	-37.81969	144.835781
495584	531354	6827	AUSTRALIAN TALLOW PRODUCERS PTY LTD	AUSTRALIAN TALLOW PRODUCERS PTY LTD	1111	Meat Processing	77	Sulfur dioxide	79.32119365	Brooklyn	3012	-37.81969	144.835781
495584	531354	6827	AUSTRALIAN TALLOW PRODUCERS PTY LTD	AUSTRALIAN TALLOW PRODUCERS PTY LTD	1111	Meat Processing	85	Total Volatile Organic Compounds	689.5475832	Brooklyn	3012	-37.81969	144.835781
491654	559956	29289	Australian Tartaric Products	AUSTRALIAN TARTARIC PRODUCTS PTY LTD	1214	Wine and Other Alcoholic Beverage Manufacturing	20	Carbon monoxide	20170.0082	Colignan	3494	-34.54882	142.33104
491654	559956	29289	Australian Tartaric Products	AUSTRALIAN TARTARIC PRODUCTS PTY LTD	1214	Wine and Other Alcoholic Beverage Manufacturing	69	Oxides of Nitrogen	13733.90543	Colignan	3494	-34.54882	142.33104
491654	559956	29289	Australian Tartaric Products	AUSTRALIAN TARTARIC PRODUCTS PTY LTD	1214	Wine and Other Alcoholic Beverage Manufacturing	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	1510.542111	Colignan	3494	-34.54882	142.33104
491654	559956	29289	Australian Tartaric Products	AUSTRALIAN TARTARIC PRODUCTS PTY LTD	1214	Wine and Other Alcoholic Beverage Manufacturing	70	Particulate Matter ¡Ü10.0 ?m (PM10)	2251.772116	Colignan	3494	-34.54882	142.33104
491654	559956	29289	Australian Tartaric Products	AUSTRALIAN TARTARIC PRODUCTS PTY LTD	1214	Wine and Other Alcoholic Beverage Manufacturing	77	Sulfur dioxide	1774.260277	Colignan	3494	-34.54882	142.33104
491654	559956	29289	Australian Tartaric Products	AUSTRALIAN TARTARIC PRODUCTS PTY LTD	1214	Wine and Other Alcoholic Beverage Manufacturing	85	Total Volatile Organic Compounds	2466.0242	Colignan	3494	-34.54882	142.33104
489924	534360	19579	Merbein packaging	AUSTRALIAN VINTAGE LTD	1214	Wine and Other Alcoholic Beverage Manufacturing	85	Total Volatile Organic Compounds	318.2	Merbein	3505	-34.155381	141.984167
490646	531620	6898	BALLARAT BASE HOSPITAL	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	20	Carbon monoxide	2058.229662	Ballarat	3350	-37.55925	143.8467222
490646	531620	6898	BALLARAT BASE HOSPITAL	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	69	Oxides of Nitrogen	3488.216836	Ballarat	3350	-37.55925	143.8467222
490646	531620	6898	BALLARAT BASE HOSPITAL	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	251.8124322	Ballarat	3350	-37.55925	143.8467222
490646	531620	6898	BALLARAT BASE HOSPITAL	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	70	Particulate Matter ¡Ü10.0 ?m (PM10)	253.7846322	Ballarat	3350	-37.55925	143.8467222
490646	531620	6898	BALLARAT BASE HOSPITAL	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	77	Sulfur dioxide	23.17775656	Ballarat	3350	-37.55925	143.8467222
490646	531620	6898	BALLARAT BASE HOSPITAL	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	85	Total Volatile Organic Compounds	218.4709091	Ballarat	3350	-37.55925	143.8467222
490658	549336	29111	EUREKA LINEN	BALLARAT HEALTH SERVICES	9531	Laundry and Dry-Cleaning Services	20	Carbon monoxide	1081.379371	Ballarat	3350	-37.574396	143.828228
490658	549336	29111	EUREKA LINEN	BALLARAT HEALTH SERVICES	9531	Laundry and Dry-Cleaning Services	69	Oxides of Nitrogen	1283.395298	Ballarat	3350	-37.574396	143.828228
490658	549336	29111	EUREKA LINEN	BALLARAT HEALTH SERVICES	9531	Laundry and Dry-Cleaning Services	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	95.06631836	Ballarat	3350	-37.574396	143.828228
490658	549336	29111	EUREKA LINEN	BALLARAT HEALTH SERVICES	9531	Laundry and Dry-Cleaning Services	70	Particulate Matter ¡Ü10.0 ?m (PM10)	95.06631836	Ballarat	3350	-37.574396	143.828228
490658	549336	29111	EUREKA LINEN	BALLARAT HEALTH SERVICES	9531	Laundry and Dry-Cleaning Services	77	Sulfur dioxide	14.17438807	Ballarat	3350	-37.574396	143.828228
490658	549336	29111	EUREKA LINEN	BALLARAT HEALTH SERVICES	9531	Laundry and Dry-Cleaning Services	85	Total Volatile Organic Compounds	70.70557428	Ballarat	3350	-37.574396	143.828228
490652	534164	17686	Queen Elizabeth Centre	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	20	Carbon monoxide	1161.689011	Ballarat	3350	-37.56441667	143.8436667
490652	534164	17686	Queen Elizabeth Centre	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	69	Oxides of Nitrogen	1742.114067	Ballarat	3350	-37.56441667	143.8436667
490652	534164	17686	Queen Elizabeth Centre	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	126.7603865	Ballarat	3350	-37.56441667	143.8436667
490652	534164	17686	Queen Elizabeth Centre	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	70	Particulate Matter ¡Ü10.0 ?m (PM10)	127.4459165	Ballarat	3350	-37.56441667	143.8436667
490652	534164	17686	Queen Elizabeth Centre	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	77	Sulfur dioxide	13.90588761	Ballarat	3350	-37.56441667	143.8436667
490652	534164	17686	Queen Elizabeth Centre	BALLARAT HEALTH SERVICES	8401	Hospitals (Except Psychiatric Hospitals)	85	Total Volatile Organic Compounds	105.1179805	Ballarat	3350	-37.56441667	143.8436667
491124	528272	4555	Ballarat Project	BALMAINE GOLD PTY LTD	804	Gold Ore Mining	20	Carbon monoxide	12150	Mt Clear	3350	-37.58955556	143.8583611
491124	528272	4555	Ballarat Project	BALMAINE GOLD PTY LTD	804	Gold Ore Mining	69	Oxides of Nitrogen	21572	Mt Clear	3350	-37.58955556	143.8583611
491124	528272	4555	Ballarat Project	BALMAINE GOLD PTY LTD	804	Gold Ore Mining	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	764	Mt Clear	3350	-37.58955556	143.8583611
491124	528272	4555	Ballarat Project	BALMAINE GOLD PTY LTD	804	Gold Ore Mining	70	Particulate Matter ¡Ü10.0 ?m (PM10)	75603	Mt Clear	3350	-37.58955556	143.8583611
491124	528272	4555	Ballarat Project	BALMAINE GOLD PTY LTD	804	Gold Ore Mining	77	Sulfur dioxide	24650.55	Mt Clear	3350	-37.58955556	143.8583611
491124	528272	4555	Ballarat Project	BALMAINE GOLD PTY LTD	804	Gold Ore Mining	85	Total Volatile Organic Compounds	3744	Mt Clear	3350	-37.58955556	143.8583611
495526	531218	6809	Burnley Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	20	Carbon monoxide	2338.4	Burnley	3121	-37.829126	145.10822
495526	531218	6809	Burnley Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	69	Oxides of Nitrogen	3879.1	Burnley	3121	-37.829126	145.10822
495526	531218	6809	Burnley Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	205	Burnley	3121	-37.829126	145.10822
495526	531218	6809	Burnley Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	70	Particulate Matter ¡Ü10.0 ?m (PM10)	1914	Burnley	3121	-37.829126	145.10822
495526	531218	6809	Burnley Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	77	Sulfur dioxide	4363	Burnley	3121	-37.829126	145.10822
495526	531218	6809	Burnley Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	85	Total Volatile Organic Compounds	73.9	Burnley	3121	-37.829126	145.10822
495782	530476	4834	Geelong Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	20	Carbon monoxide	8939.7	Geelong North	3215	-38.11436	144.358592
495782	530476	4834	Geelong Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	69	Oxides of Nitrogen	14416.4	Geelong North	3215	-38.11436	144.358592
495782	530476	4834	Geelong Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	759	Geelong North	3215	-38.11436	144.358592
495782	530476	4834	Geelong Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	70	Particulate Matter ¡Ü10.0 ?m (PM10)	8445	Geelong North	3215	-38.11436	144.358592
495782	530476	4834	Geelong Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	77	Sulfur dioxide	166.6	Geelong North	3215	-38.11436	144.358592
495782	530476	4834	Geelong Malthouse	BARRETT BURSTON MALTING CO PTY LTD	1161	Grain Mill Product Manufacturing	85	Total Volatile Organic Compounds	423.8	Geelong North	3215	-38.11436	144.358592
494934	596038	30558	Mountain View Quarries - Donnybrook	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	20	Carbon monoxide	9503.3	Donnybrook	3064	-37.553125	144.9770833
494934	596038	30558	Mountain View Quarries - Donnybrook	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	69	Oxides of Nitrogen	24939.4	Donnybrook	3064	-37.553125	144.9770833
494934	596038	30558	Mountain View Quarries - Donnybrook	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	1879.4	Donnybrook	3064	-37.553125	144.9770833
494934	596038	30558	Mountain View Quarries - Donnybrook	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	70	Particulate Matter ¡Ü10.0 ?m (PM10)	3432.6	Donnybrook	3064	-37.553125	144.9770833
494934	596038	30558	Mountain View Quarries - Donnybrook	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	77	Sulfur dioxide	14.67	Donnybrook	3064	-37.553125	144.9770833
494934	596038	30558	Mountain View Quarries - Donnybrook	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	85	Total Volatile Organic Compounds	2765.6	Donnybrook	3064	-37.553125	144.9770833
494888	527776	4485	Mountain View Quarries - Pt Wilson	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	20	Carbon monoxide	39869.6	Point Wilson	3212	-38.068028	144.485664
494888	527776	4485	Mountain View Quarries - Pt Wilson	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	69	Oxides of Nitrogen	71480.4	Point Wilson	3212	-38.068028	144.485664
494888	527776	4485	Mountain View Quarries - Pt Wilson	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	4761.5	Point Wilson	3212	-38.068028	144.485664
494888	527776	4485	Mountain View Quarries - Pt Wilson	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	70	Particulate Matter ¡Ü10.0 ?m (PM10)	11035.8	Point Wilson	3212	-38.068028	144.485664
494888	527776	4485	Mountain View Quarries - Pt Wilson	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	77	Sulfur dioxide	41.9	Point Wilson	3212	-38.068028	144.485664
494888	527776	4485	Mountain View Quarries - Pt Wilson	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	85	Total Volatile Organic Compounds	6639.8	Point Wilson	3212	-38.068028	144.485664
494942	596040	30559	Mountain View Quarries - Seymour	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	20	Carbon monoxide	5555.6	Seymour	3660	-37.03578333	145.0803139
494942	596040	30559	Mountain View Quarries - Seymour	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	69	Oxides of Nitrogen	11198.1	Seymour	3660	-37.03578333	145.0803139
494942	596040	30559	Mountain View Quarries - Seymour	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	753	Seymour	3660	-37.03578333	145.0803139
494942	596040	30559	Mountain View Quarries - Seymour	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	70	Particulate Matter ¡Ü10.0 ?m (PM10)	2371.1	Seymour	3660	-37.03578333	145.0803139
494942	596040	30559	Mountain View Quarries - Seymour	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	77	Sulfur dioxide	6.59	Seymour	3660	-37.03578333	145.0803139
494942	596040	30559	Mountain View Quarries - Seymour	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	85	Total Volatile Organic Compounds	1173.98	Seymour	3660	-37.03578333	145.0803139
494946	596042	30560	Mountain View Quarries - Wyndham Vale	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	20	Carbon monoxide	39804.8	Wyndham Vale	3024	-37.83231667	144.5762444
494946	596042	30560	Mountain View Quarries - Wyndham Vale	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	69	Oxides of Nitrogen	65539.1	Wyndham Vale	3024	-37.83231667	144.5762444
494946	596042	30560	Mountain View Quarries - Wyndham Vale	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	4399.1	Wyndham Vale	3024	-37.83231667	144.5762444
494946	596042	30560	Mountain View Quarries - Wyndham Vale	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	70	Particulate Matter ¡Ü10.0 ?m (PM10)	9358	Wyndham Vale	3024	-37.83231667	144.5762444
494946	596042	30560	Mountain View Quarries - Wyndham Vale	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	77	Sulfur dioxide	37.7	Wyndham Vale	3024	-37.83231667	144.5762444
494946	596042	30560	Mountain View Quarries - Wyndham Vale	BARRO GROUP PTY LIMITED	990	Other Non-Metallic Mineral Mining and Quarrying	85	Total Volatile Organic Compounds	6430.6	Wyndham Vale	3024	-37.83231667	144.5762444
491802	530808	4909	Mc Kellar Centre	BARWON HEALTH	8401	Hospitals (Except Psychiatric Hospitals)	20	Carbon monoxide	1167.1	Geelong North	3215	-38.124843	144.337447
491802	530808	4909	Mc Kellar Centre	BARWON HEALTH	8401	Hospitals (Except Psychiatric Hospitals)	69	Oxides of Nitrogen	1419.62	Geelong North	3215	-38.124843	144.337447
491802	530808	4909	Mc Kellar Centre	BARWON HEALTH	8401	Hospitals (Except Psychiatric Hospitals)	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	102.898	Geelong North	3215	-38.124843	144.337447
491802	530808	4909	Mc Kellar Centre	BARWON HEALTH	8401	Hospitals (Except Psychiatric Hospitals)	70	Particulate Matter ¡Ü10.0 ?m (PM10)	102.898	Geelong North	3215	-38.124843	144.337447
491802	530808	4909	Mc Kellar Centre	BARWON HEALTH	8401	Hospitals (Except Psychiatric Hospitals)	77	Sulfur dioxide	15.1307958	Geelong North	3215	-38.124843	144.337447
491802	530808	4909	Mc Kellar Centre	BARWON HEALTH	8401	Hospitals (Except Psychiatric Hospitals)	85	Total Volatile Organic Compounds	76.697	Geelong North	3215	-38.124843	144.337447
496982	531818	6943	Grantville Landfill	BASS COAST SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	20	Carbon monoxide	1002.50194	Grantville	3984	-38.420041	145.52228
496982	531818	6943	Grantville Landfill	BASS COAST SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	69	Oxides of Nitrogen	826.4720653	Grantville	3984	-38.420041	145.52228
496982	531818	6943	Grantville Landfill	BASS COAST SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	335.9589299	Grantville	3984	-38.420041	145.52228
496982	531818	6943	Grantville Landfill	BASS COAST SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	70	Particulate Matter ¡Ü10.0 ?m (PM10)	353.6409788	Grantville	3984	-38.420041	145.52228
496982	531818	6943	Grantville Landfill	BASS COAST SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	77	Sulfur dioxide	181.8371701	Grantville	3984	-38.420041	145.52228
496982	531818	6943	Grantville Landfill	BASS COAST SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	85	Total Volatile Organic Compounds	1828.165018	Grantville	3984	-38.420041	145.52228
490822	532004	6968	TRAFALGAR LANDFILL	BAW BAW SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	20	Carbon monoxide	374.4586647	Trafalgar	3824	-38.231231	146.144344
490822	532004	6968	TRAFALGAR LANDFILL	BAW BAW SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	69	Oxides of Nitrogen	487.9615529	Trafalgar	3824	-38.231231	146.144344
490822	532004	6968	TRAFALGAR LANDFILL	BAW BAW SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	124.8819783	Trafalgar	3824	-38.231231	146.144344
490822	532004	6968	TRAFALGAR LANDFILL	BAW BAW SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	70	Particulate Matter ¡Ü10.0 ?m (PM10)	131.0283982	Trafalgar	3824	-38.231231	146.144344
490822	532004	6968	TRAFALGAR LANDFILL	BAW BAW SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	77	Sulfur dioxide	57.55915692	Trafalgar	3824	-38.231231	146.144344
490822	532004	6968	TRAFALGAR LANDFILL	BAW BAW SHIRE COUNCIL	2921	Waste Treatment and Disposal Services	85	Total Volatile Organic Compounds	594.0879	Trafalgar	3824	-38.231231	146.144344
493074	549266	22864	FRASER ROAD LANDFILL	BAXTER BUSINESS PTY LTD	2921	Waste Treatment and Disposal Services	20	Carbon monoxide	41286.77585	Clayton South	3169	-37.947812	145.124767
493074	549266	22864	FRASER ROAD LANDFILL	BAXTER BUSINESS PTY LTD	2921	Waste Treatment and Disposal Services	69	Oxides of Nitrogen	54542.6051	Clayton South	3169	-37.947812	145.124767
493074	549266	22864	FRASER ROAD LANDFILL	BAXTER BUSINESS PTY LTD	2921	Waste Treatment and Disposal Services	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	2126.675527	Clayton South	3169	-37.947812	145.124767
493074	549266	22864	FRASER ROAD LANDFILL	BAXTER BUSINESS PTY LTD	2921	Waste Treatment and Disposal Services	70	Particulate Matter ¡Ü10.0 ?m (PM10)	2238.605818	Clayton South	3169	-37.947812	145.124767
493074	549266	22864	FRASER ROAD LANDFILL	BAXTER BUSINESS PTY LTD	2921	Waste Treatment and Disposal Services	77	Sulfur dioxide	1339.157914	Clayton South	3169	-37.947812	145.124767
493074	549266	22864	FRASER ROAD LANDFILL	BAXTER BUSINESS PTY LTD	2921	Waste Treatment and Disposal Services	85	Total Volatile Organic Compounds	13666.66929	Clayton South	3169	-37.947812	145.124767
491364	564180	29293	Coburg	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	20	Carbon monoxide	689.3147947	Coburg North	3058	-37.728	144.959
491364	564180	29293	Coburg	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	69	Oxides of Nitrogen	4744.558164	Coburg North	3058	-37.728	144.959
491364	564180	29293	Coburg	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	204.6383984	Coburg North	3058	-37.728	144.959
491364	564180	29293	Coburg	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	70	Particulate Matter ¡Ü10.0 ?m (PM10)	204.6383984	Coburg North	3058	-37.728	144.959
491364	564180	29293	Coburg	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	77	Sulfur dioxide	30.51158521	Coburg North	3058	-37.728	144.959
491364	564180	29293	Coburg	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	85	Total Volatile Organic Compounds	155.3813088	Coburg North	3058	-37.728	144.959
491362	528604	4594	Strathmerton Site	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	20	Carbon monoxide	3419.778598	Strathmerton	3641	-35.92338889	145.4882222
491362	528604	4594	Strathmerton Site	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	69	Oxides of Nitrogen	3995.588837	Strathmerton	3641	-35.92338889	145.4882222
491362	528604	4594	Strathmerton Site	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	295.4384873	Strathmerton	3641	-35.92338889	145.4882222
491362	528604	4594	Strathmerton Site	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	70	Particulate Matter ¡Ü10.0 ?m (PM10)	295.5963173	Strathmerton	3641	-35.92338889	145.4882222
491362	528604	4594	Strathmerton Site	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	77	Sulfur dioxide	43.77735162	Strathmerton	3641	-35.92338889	145.4882222
491362	528604	4594	Strathmerton Site	BEGA CHEESE LIMITED	1133	Cheese and Other Dairy Product Manufacturing	85	Total Volatile Organic Compounds	225.1536391	Strathmerton	3641	-35.92338889	145.4882222
493392	524100	4014	BEKAERT (AUSTRALIA) PTY. LIMITED	BEKAERT (AUSTRALIA) PTY. LIMITED	1334	Textile Finishing and Other Textile Product Manufacturing	20	Carbon monoxide	1259.474613	Dandenong South	3175	-38.033581	145.231686
493392	524100	4014	BEKAERT (AUSTRALIA) PTY. LIMITED	BEKAERT (AUSTRALIA) PTY. LIMITED	1334	Textile Finishing and Other Textile Product Manufacturing	69	Oxides of Nitrogen	1292.204597	Dandenong South	3175	-38.033581	145.231686
493392	524100	4014	BEKAERT (AUSTRALIA) PTY. LIMITED	BEKAERT (AUSTRALIA) PTY. LIMITED	1334	Textile Finishing and Other Textile Product Manufacturing	92	Particulate Matter ¡Ü2.5 ?m (PM2.5)	120.0672876	Dandenong South	3175	-38.033581	145.231686
493392	524100	4014	BEKAERT (AUSTRALIA) PTY. LIMITED	BEKAERT (AUSTRALIA) PTY. LIMITED	1334	Textile Finishing and Other Textile Product Manufacturing	70	Particulate Matter ¡Ü10.0 ?m (PM10)	121.5512776	Dandenong South	3175	-38.033581	145.231686
493392	524100	4014	BEKAERT (AUSTRALIA) PTY. LIMITED	BEKAERT (AUSTRALIA) PTY. LIMITED	1334	Textile Finishing and Other Textile Product Manufacturing	77	Sulfur dioxide	13.06526397	Dandenong South	3175	-38.033581	145.231686
493392	524100	4014	BEKAERT (AUSTRALIA) PTY. LIMITED	BEKAERT (AUSTRALIA) PTY. LIMITED	1334	Textile Finishing and Other Textile Product Manufacturing	85	Total Volatile Organic Compounds	70.14729921	Dandenong South	3175	-38.033581	145.231686
495910	531638	6899	Bendigo Health	BENDIGO HEALTH CARE GROUP	8401	Hospitals (Except Psychiatric Hospitals)	20	Carbon monoxide	4018.352848	Bendigo	3550	-36.7496258	144.2797281
495910	531638	6899	Bendigo Health	BENDIGO HEALTH CARE GROUP	8401	Hospitals (Except Psychiatric Hospitals)	69	Oxides of Nitrogen	3286.76319	Bendigo	3550	-36.7496258	144.2797281
